record_id,customer_id,session_date,pages_viewed,bounce_flag
SES-002869,VIS-0309,2023-10-20,3.0,False
SES-002279,VIS-0250,2024-05-15,3.0,False
SES-002031,VIS-0221,2024-04-02,2.0,True
SES-002176,VIS-0237,2024-05-17,3.0,True
SES-002965,VIS-0319,2023-10-26,1.0,False
SES-000721,VIS-0081,2024-05-29,1.0,True
SES-003012,VIS-0324,2024-05-06,10.0,False
SES-002098,VIS-0229,2024-05-02,3.0,False
SES-000302,VIS-0035,2024-06-16,2.0,True
SES-002887,VIS-0311,2024-06-15,7.0,False
SES-003028,VIS-0326,2024-05-06,20.0,True
SES-003625,VIS-0389,2023-08-01,8.0,False
SES-000385,VIS-0044,2024-06-13,10.0,True
SES-000092,VIS-0010,2024-01-09,14.0,False
SES-000807,VIS-0089,2024-01-18,9.0,False
SES-002180,VIS-0238,2024-03-26,10.0,True
SES-003351,VIS-0359,2024-05-28,8.0,False
SES-002266,VIS-0248,2023-12-11,14.0,False
SES-000583,VIS-0065,2023-11-15,1.0,True
SES-001674,VIS-0183,2023-06-29,15.0,False
SES-002361,VIS-0259,2023-10-28,3.0,False
SES-001570,VIS-0171,2024-01-11,1.0,True
SES-001002,VIS-0110,2023-12-17,18.0,False
SES-003882,VIS-0417,2023-10-27,11.0,False
SES-003709,VIS-0398,2024-05-30,12.0,False
SES-000674,VIS-0075,2023-12-11,14.0,False
SES-003083,VIS-0332,2024-04-04,1.0,False
SES-000150,VIS-0018,2023-07-23,11.0,False
SES-002619,VIS-0283,2023-07-26,6.0,False
SES-002003,VIS-0218,2024-01-10,10.0,False
SES-003472,VIS-0373,2023-08-22,10.0,False
SES-001941,VIS-0211,2024-04-01,3.0,False
SES-003786,VIS-0407,2023-06-16,22.0,False
SES-003370,VIS-0361,2023-10-02,7.0,False
SES-002539,VIS-0276,2024-02-04,6.0,True
SES-003381,VIS-0362,2023-12-19,1.0,True
SES-003418,VIS-0367,2023-09-05,12.0,False
SES-003983,VIS-0428,2023-09-24,7.0,False
SES-002541,VIS-0276,2023-09-07,5.0,False
SES-000824,VIS-0091,2024-06-13,9.0,False
SES-002701,VIS-0292,2024-02-03,10.0,False
SES-002752,VIS-0297,2023-10-13,1.0,False
SES-002683,VIS-0290,2024-04-26,13.0,False
SES-003924,VIS-0422,2023-07-19,9.0,False
SES-001131,VIS-0123,2024-04-15,17.0,False
SES-002516,VIS-0274,2024-01-19,3.0,False
SES-000141,VIS-0016,2024-01-23,12.0,True
SES-001269,VIS-0138,2024-03-04,4.0,False
SES-003788,VIS-0407,2024-01-10,17.0,True
SES-001806,VIS-0196,2023-11-27,4.0,False
SES-001506,VIS-0164,2024-05-26,1.0,False
SES-002037,VIS-0222,2024-03-08,8.0,False
SES-000312,VIS-0036,2023-06-24,4.0,True
SES-000877,VIS-0097,2024-02-21,8.0,True
SES-003473,VIS-0373,2024-04-29,4.0,False
SES-003647,VIS-0392,2023-11-10,14.0,False
SES-001421,VIS-0155,2023-08-02,8.0,False
SES-001842,VIS-0199,2023-09-25,8.0,False
SES-002678,VIS-0290,2023-11-04,12.0,False
SES-002668,VIS-0289,2023-09-15,16.0,False
SES-000868,VIS-0096,2023-11-14,12.0,False
SES-000161,VIS-0019,2024-05-08,6.0,False
SES-003359,VIS-0360,2023-08-26,9.0,True
SES-001179,VIS-0127,2024-05-13,14.0,False
SES-000438,VIS-0049,2024-05-31,10.0,True
SES-001180,VIS-0127,2023-09-26,11.0,False
SES-001049,VIS-0115,2023-06-26,14.0,False
SES-000208,VIS-0024,2023-10-19,2.0,False
SES-002077,VIS-0226,2023-10-11,6.0,False
SES-003297,VIS-0354,2023-07-10,9.0,False
SES-001792,VIS-0195,2023-08-02,19.0,False
SES-000507,VIS-0057,2024-05-24,6.0,False
SES-002450,VIS-0268,2024-04-14,1.0,False
SES-002595,VIS-0281,2024-04-06,4.0,True
SES-001370,VIS-0150,2024-01-22,7.0,True
SES-003011,VIS-0323,2024-02-12,9.0,False
SES-003018,VIS-0325,2023-10-13,5.0,False
SES-001881,VIS-0204,2024-05-26,6.0,False
SES-000772,VIS-0085,2023-10-31,1.0,True
SES-001774,VIS-0194,2023-06-05,12.0,False
SES-000994,VIS-0109,2024-01-31,3.0,True
SES-000650,VIS-0073,2023-06-10,12.0,False
SES-000491,VIS-0056,2023-10-21,6.0,False
SES-002143,VIS-0233,2023-06-06,19.0,False
SES-003485,VIS-0374,2024-03-14,9.0,False
SES-002274,VIS-0249,2024-02-18,11.0,True
SES-000399,VIS-0045,2024-03-17,7.0,False
SES-001428,VIS-0156,2023-12-19,9.0,False
SES-003820,VIS-0410,2023-09-22,14.0,True
SES-002167,VIS-0236,2023-10-05,10.0,True
SES-003739,VIS-0401,2023-06-19,12.0,True
SES-003896,VIS-0419,2023-06-26,22.0,False
SES-001554,VIS-0170,2023-07-23,1.0,True
SES-003855,VIS-0414,2024-05-21,2.0,True
SES-001698,VIS-0185,2023-07-01,5.0,False
SES-000677,VIS-0075,2023-10-08,15.0,False
SES-001435,VIS-0156,2024-05-11,9.0,False
SES-003195,VIS-0343,2023-11-13,10.0,False
SES-002540,VIS-0276,2024-01-27,1.0,True
SES-000689,VIS-0077,2024-06-10,10.0,False
SES-001033,VIS-0113,2023-11-10,8.0,False
SES-001503,VIS-0164,2023-08-15,1.0,False
SES-002334,VIS-0256,2023-10-12,12.0,False
SES-002591,VIS-0281,2023-07-15,5.0,True
SES-002140,VIS-0233,2024-04-30,13.0,False
SES-000457,VIS-0052,2024-03-05,1.0,False
SES-003999,VIS-0430,2024-04-10,4.0,True
SES-002448,VIS-0268,2023-08-07,6.0,True
SES-003812,VIS-0409,2024-01-08,15.0,False
SES-001603,VIS-0175,2023-08-27,3.0,False
SES-000529,VIS-0060,2023-11-24,1.0,False
SES-000928,VIS-0103,2024-05-30,16.0,False
SES-001153,VIS-0125,2024-02-23,8.0,False
SES-001874,VIS-0203,2024-06-18,12.0,False
SES-003760,VIS-0403,2023-07-07,8.0,False
SES-000642,VIS-0071,2024-04-23,6.0,True
SES-000469,VIS-0054,2023-12-16,6.0,True
SES-000577,VIS-0064,2024-01-20,9.0,False
SES-002355,VIS-0258,2024-05-15,5.0,False
SES-000501,VIS-0057,2024-02-22,9.0,False
SES-003461,VIS-0372,2024-01-06,11.0,False
SES-003497,VIS-0377,2024-04-03,7.0,False
SES-002363,VIS-0259,2023-07-09,1.0,False
SES-001904,VIS-0207,2023-09-16,8.0,True
SES-003890,VIS-0419,2023-12-02,13.0,False
SES-003808,VIS-0409,2023-10-16,13.0,False
SES-000917,VIS-0101,2023-07-04,16.0,False
SES-003113,VIS-0335,2023-10-20,6.0,True
SES-001944,VIS-0211,2024-01-27,6.0,True
SES-003183,VIS-0343,2023-06-14,5.0,False
SES-002291,VIS-0252,2023-06-08,7.0,True
SES-003889,VIS-0418,2024-03-23,25.611309270698676,False
SES-001381,VIS-0151,2023-09-19,26.055628442087908,True
SES-002056,VIS-0223,2023-06-22,9.0,False
SES-003360,VIS-0360,2024-01-23,10.0,False
SES-002349,VIS-0257,2023-09-28,7.0,True
SES-001053,VIS-0115,2024-06-09,9.0,True
SES-001783,VIS-0195,2024-02-28,19.0,False
SES-002766,VIS-0299,2023-12-25,4.0,False
SES-000803,VIS-0089,2024-05-22,11.0,False
SES-003431,VIS-0368,2023-11-14,1.0,True
SES-002998,VIS-0322,2023-09-25,9.0,False
SES-003648,VIS-0392,2024-04-23,8.0,True
SES-003522,VIS-0379,2023-06-06,12.0,True
SES-000869,VIS-0096,2024-05-08,9.0,True
SES-001757,VIS-0191,2024-01-07,10.0,False
SES-002374,VIS-0260,2024-05-09,6.0,True
SES-000254,VIS-0030,2023-06-22,14.0,True
SES-003562,VIS-0382,2024-02-25,14.0,False
SES-001253,VIS-0136,2024-01-04,9.0,True
SES-002546,VIS-0277,2024-06-14,15.0,False
SES-001802,VIS-0196,2023-10-10,2.0,False
SES-000301,VIS-0035,2023-11-10,5.0,True
SES-002705,VIS-0292,2023-07-22,11.0,False
SES-001128,VIS-0123,2023-06-08,21.0,False
SES-002183,VIS-0238,2024-01-25,8.0,True
SES-000647,VIS-0072,2024-01-21,10.0,False
SES-003078,VIS-0331,2024-05-23,12.0,False
SES-003434,VIS-0369,2023-06-01,5.0,True
SES-000187,VIS-0022,2024-04-10,4.0,False
SES-001376,VIS-0150,2023-10-03,2.0,False
SES-003927,VIS-0422,2024-06-05,8.0,True
SES-003962,VIS-0426,2024-05-01,1.0,False
SES-002196,VIS-0240,2024-05-23,2.0,False
SES-002254,VIS-0247,2024-04-17,1.0,False
SES-000500,VIS-0057,2023-06-23,13.0,False
SES-001401,VIS-0153,2023-06-04,10.0,False
SES-001280,VIS-0139,2023-09-09,1.0,False
SES-002502,VIS-0272,2023-08-06,12.0,True
SES-000197,VIS-0023,2023-11-01,18.0,False
SES-002131,VIS-0233,2023-11-09,16.0,True
SES-002039,VIS-0222,2024-05-12,4.0,False
SES-001869,VIS-0202,2023-10-03,9.0,False
SES-001798,VIS-0196,2023-09-21,1.0,False
SES-000990,VIS-0109,2023-07-22,8.0,False
SES-001823,VIS-0198,2024-02-17,3.0,False
SES-002710,VIS-0293,2024-06-26,1.0,False
SES-000913,VIS-0101,2023-09-23,16.0,True
SES-002328,VIS-0255,2024-03-13,2.0,False
SES-000505,VIS-0057,2023-07-13,9.0,False
SES-003649,VIS-0392,2023-09-16,16.0,True
SES-002901,VIS-0313,2023-11-10,1.0,False
SES-003778,VIS-0405,2023-09-09,12.0,False
SES-003324,VIS-0356,2023-06-07,7.0,False
SES-001438,VIS-0156,2023-08-25,7.0,False
SES-001170,VIS-0126,2023-09-22,16.0,True
SES-003244,VIS-0348,2024-04-22,1.0,True
SES-003004,VIS-0323,2023-08-19,3.0,False
SES-003782,VIS-0406,2023-08-03,13.0,False
SES-000882,VIS-0098,2023-09-14,1.0,False
SES-000570,VIS-0064,2024-05-05,11.0,False
SES-003420,VIS-0367,2023-06-05,5.0,True
SES-001418,VIS-0155,2024-03-16,5.0,False
SES-000414,VIS-0047,2024-05-04,29.874149129774928,False
SES-003566,VIS-0382,2023-12-18,10.0,True
SES-001746,VIS-0190,2023-11-15,14.0,False
SES-001500,VIS-0164,2023-07-14,2.0,False
SES-000548,VIS-0062,2023-07-07,14.0,False
SES-001759,VIS-0192,2024-04-13,5.0,False
SES-003787,VIS-0407,2023-10-04,9.0,True
SES-003856,VIS-0414,2024-05-11,1.0,False
SES-002757,VIS-0298,2023-11-05,1.0,False
SES-000833,VIS-0092,2024-06-30,10.0,False
SES-001390,VIS-0152,2023-12-28,15.0,True
SES-003507,VIS-0377,2023-10-09,9.0,False
SES-003101,VIS-0334,2024-04-15,5.0,True
SES-003449,VIS-0370,2023-10-17,6.0,False
SES-000324,VIS-0037,2023-08-23,5.0,False
SES-002763,VIS-0298,2024-05-05,1.0,False
SES-000822,VIS-0091,2023-08-21,5.0,False
SES-003139,VIS-0337,2023-09-04,6.0,True
SES-001048,VIS-0115,2023-07-17,11.0,False
SES-003827,VIS-0411,2023-11-02,10.0,False
SES-002939,VIS-0316,2024-04-30,15.0,True
SES-003379,VIS-0362,2024-02-21,3.0,False
SES-002303,VIS-0253,2024-04-10,13.0,False
SES-003552,VIS-0381,2023-12-18,10.0,False
SES-000864,VIS-0095,2024-06-07,12.0,False
SES-001665,VIS-0182,2024-04-18,1.0,True
SES-002090,VIS-0228,2023-09-28,17.0,True
SES-003198,VIS-0344,2023-10-09,11.0,False
SES-000245,VIS-0028,2023-12-08,3.0,False
SES-000941,VIS-0104,2024-05-26,11.0,False
SES-000360,VIS-0042,2024-04-28,1.0,False
SES-002731,VIS-0295,2024-03-22,12.0,False
SES-001498,VIS-0164,2024-03-07,1.0,False
SES-002993,VIS-0322,2023-06-20,13.0,False
SES-000752,VIS-0083,2023-07-22,14.0,True
SES-000648,VIS-0072,2023-12-12,3.0,True
SES-002103,VIS-0229,2023-08-07,1.0,False
SES-000809,VIS-0090,2023-09-19,1.0,False
SES-003771,VIS-0404,2023-09-03,4.0,True
SES-002930,VIS-0315,2023-08-23,6.0,False
SES-002664,VIS-0289,2024-01-18,15.0,True
SES-003996,VIS-0430,2024-04-14,1.0,False
SES-002296,VIS-0252,2023-12-29,15.0,True
SES-003371,VIS-0361,2024-06-18,7.0,False
SES-002579,VIS-0280,2024-03-16,17.0,False
SES-001225,VIS-0133,2023-12-19,10.0,False
SES-002492,VIS-0271,2023-11-10,13.0,True
SES-002009,VIS-0219,2024-06-02,3.0,True
SES-002227,VIS-0244,2024-05-19,11.0,False
SES-002535,VIS-0276,2023-07-22,5.0,True
SES-001734,VIS-0189,2023-10-05,17.0,False
SES-004014,VIS-0432,2024-06-03,1.0,False
SES-001293,VIS-0140,2024-03-31,10.0,False
SES-003477,VIS-0374,2024-01-24,6.0,True
SES-000521,VIS-0059,2023-11-24,13.0,False
SES-001953,VIS-0213,2023-10-05,12.0,True
SES-000281,VIS-0033,2024-05-02,6.0,True
SES-001539,VIS-0168,2023-08-24,5.0,False
SES-001886,VIS-0205,2024-04-21,41.27755768304597,False
SES-002398,VIS-0263,2023-06-11,6.0,False
SES-002128,VIS-0232,2024-06-28,-25.039457386807772,True
SES-003066,VIS-0330,2023-12-14,1.0,True
SES-003528,VIS-0379,2024-06-25,13.0,False
SES-002028,VIS-0221,2023-07-26,4.0,False
SES-001818,VIS-0197,2023-08-25,5.0,False
SES-001039,VIS-0114,2024-06-20,8.0,True
SES-001601,VIS-0175,2023-10-20,2.0,False
SES-001345,VIS-0146,2023-10-09,8.0,False
SES-001524,VIS-0167,2023-07-05,1.0,False
SES-003554,VIS-0381,2023-10-03,5.0,False
SES-003060,VIS-0330,2024-03-24,1.0,False
SES-001926,VIS-0209,2023-07-05,2.0,False
SES-000010,VIS-0001,2023-06-02,10.0,False
SES-001155,VIS-0125,2023-08-08,4.0,True
SES-002981,VIS-0320,2023-09-28,7.0,False
SES-003616,VIS-0388,2024-02-26,4.0,True
SES-002340,VIS-0256,2024-03-22,9.0,False
SES-001816,VIS-0197,2024-01-28,7.0,True
SES-001814,VIS-0197,2023-12-23,12.0,False
SES-000486,VIS-0055,2023-09-25,1.0,False
SES-000635,VIS-0071,2023-10-25,5.0,False
SES-003936,VIS-0423,2023-12-05,16.0,False
SES-001657,VIS-0181,2024-03-04,1.0,False
SES-000189,VIS-0022,2023-11-05,8.0,True
SES-000775,VIS-0085,2023-12-12,3.0,False
SES-000699,VIS-0078,2023-08-06,6.0,False
SES-001658,VIS-0181,2024-05-21,4.0,False
SES-000343,VIS-0040,2024-01-18,11.0,False
SES-001832,VIS-0198,2023-06-16,1.0,False
SES-001163,VIS-0126,2023-06-09,13.0,False
SES-001635,VIS-0178,2024-04-16,9.0,True
SES-001098,VIS-0120,2023-07-31,10.0,False
SES-000108,VIS-0011,2023-07-02,2.0,False
SES-003394,VIS-0364,2023-07-01,12.0,False
SES-002537,VIS-0276,2023-09-08,4.0,False
SES-002050,VIS-0223,2023-07-27,4.0,True
SES-000023,VIS-0002,2023-11-26,5.0,False
SES-000986,VIS-0108,2023-12-26,8.0,True
SES-001743,VIS-0190,2023-06-23,8.0,False
SES-001907,VIS-0207,2024-05-09,11.0,False
SES-001535,VIS-0168,2024-05-20,6.0,True
SES-001691,VIS-0184,2024-04-22,33.156468734395006,False
SES-003679,VIS-0395,2023-12-31,4.0,False
SES-004048,VIS-0437,2024-06-25,4.0,False
SES-002053,VIS-0223,2023-09-28,4.0,False
SES-002237,VIS-0245,2023-12-02,3.0,False
SES-003339,VIS-0358,2024-02-16,18.0,True
SES-002294,VIS-0252,2023-11-03,8.0,True
SES-003938,VIS-0423,2024-06-08,12.0,True
SES-000110,VIS-0012,2024-01-30,18.0,False
SES-002114,VIS-0231,2023-06-07,11.0,False
SES-001209,VIS-0131,2024-03-26,5.0,False
SES-003747,VIS-0402,2024-04-12,7.0,False
SES-002962,VIS-0319,2024-04-13,1.0,True
SES-000961,VIS-0106,2023-08-16,6.0,False
SES-002409,VIS-0265,2024-01-15,6.0,False
SES-003132,VIS-0336,2023-09-15,3.0,True
SES-001922,VIS-0209,2024-05-12,5.0,True
SES-003225,VIS-0346,2023-08-16,1.0,False
SES-000056,VIS-0005,2024-02-12,13.0,False
SES-001516,VIS-0166,2024-06-03,1.0,True
SES-003643,VIS-0391,2023-10-11,8.0,True
SES-003945,VIS-0424,2024-05-11,1.0,True
SES-001274,VIS-0138,2024-01-17,5.0,False
SES-001875,VIS-0203,2023-07-14,13.0,False
SES-001580,VIS-0172,2024-06-18,1.0,True
SES-000118,VIS-0013,2023-10-14,6.0,True
SES-001727,VIS-0188,2024-06-03,3.0,False
SES-001087,VIS-0119,2023-09-11,1.0,False
SES-000884,VIS-0098,2024-01-09,2.0,True
SES-002670,VIS-0289,2024-01-03,21.0,False
SES-002964,VIS-0319,2024-03-26,1.0,True
SES-000540,VIS-0061,2023-10-27,18.0,True
SES-000637,VIS-0071,2023-10-04,4.0,False
SES-001251,VIS-0136,2024-05-04,6.0,False
SES-002142,VIS-0233,2024-01-16,17.0,False
SES-003535,VIS-0380,2024-01-27,9.0,False
SES-003383,VIS-0363,2023-10-19,8.0,False
SES-000065,VIS-0007,2023-12-16,1.0,False
SES-003777,VIS-0405,2024-03-24,14.0,False
SES-003313,VIS-0355,2023-10-17,4.0,False
SES-003294,VIS-0353,2023-08-07,1.0,False
SES-001221,VIS-0133,2023-06-03,12.0,False
SES-003159,VIS-0339,2024-03-03,1.0,False
SES-000280,VIS-0033,2023-12-25,3.0,False
SES-000428,VIS-0048,2023-10-17,7.0,True
SES-002272,VIS-0249,2024-03-14,8.0,False
SES-003122,VIS-0336,2023-06-01,8.0,True
SES-002713,VIS-0293,2024-04-04,1.0,False
SES-002457,VIS-0269,2024-04-24,15.0,False
SES-001491,VIS-0163,2024-05-17,1.0,False
SES-001272,VIS-0138,2023-06-20,4.0,False
SES-000032,VIS-0004,2023-06-23,9.0,False
SES-001100,VIS-0120,2023-06-09,12.0,True
SES-000948,VIS-0105,2024-02-13,1.0,True
SES-002788,VIS-0301,2023-11-25,1.0,False
SES-003357,VIS-0360,2024-04-23,15.0,False
SES-002057,VIS-0224,2024-03-21,1.0,False
SES-003053,VIS-0329,2024-05-27,3.0,False
SES-003685,VIS-0395,2024-02-06,7.0,False
SES-002871,VIS-0309,2024-05-09,6.0,True
SES-003229,VIS-0346,2023-07-08,1.0,False
SES-000892,VIS-0098,2023-09-13,1.0,False
SES-002080,VIS-0226,2024-04-03,4.0,False
SES-000270,VIS-0032,2023-11-22,14.0,False
SES-003703,VIS-0398,2024-04-03,14.0,True
SES-000627,VIS-0070,2024-06-15,4.0,False
SES-001052,VIS-0115,2024-02-28,18.0,False
SES-002923,VIS-0315,2023-06-09,7.0,False
SES-000720,VIS-0081,2023-11-07,1.0,False
SES-000295,VIS-0035,2024-03-13,13.0,True
SES-003498,VIS-0377,2023-07-29,8.0,False
SES-002384,VIS-0262,2024-03-24,6.0,True
SES-003605,VIS-0387,2024-03-31,7.0,False
SES-001403,VIS-0153,2024-01-30,10.0,False
SES-003089,VIS-0332,2024-01-01,6.0,False
SES-002865,VIS-0308,2024-04-20,1.0,True
SES-001591,VIS-0174,2023-07-16,3.0,False
SES-002214,VIS-0243,2023-12-14,15.0,False
SES-000026,VIS-0002,2023-09-13,6.0,False
SES-002922,VIS-0315,2023-11-20,7.0,True
SES-002496,VIS-0272,2024-06-03,11.0,True
SES-000659,VIS-0073,2023-09-05,14.0,False
SES-003705,VIS-0398,2024-03-24,-3.628293863995207,True
SES-002832,VIS-0305,2023-10-25,10.0,True
SES-002271,VIS-0249,2023-11-28,13.0,False
SES-002520,VIS-0275,2024-02-02,3.0,True
SES-000603,VIS-0068,2023-06-07,13.0,False
SES-003448,VIS-0370,2023-11-29,36.40071545760375,False
SES-003519,VIS-0378,2023-07-30,1.0,False
SES-000420,VIS-0048,2023-06-01,6.0,False
SES-002329,VIS-0255,2023-11-25,6.0,True
SES-000034,VIS-0004,2023-10-20,11.0,False
SES-003192,VIS-0343,2023-12-03,8.0,False
SES-000458,VIS-0052,2023-11-24,1.0,False
SES-003721,VIS-0400,2023-07-13,8.0,False
SES-002211,VIS-0242,2023-10-16,8.0,False
SES-003835,VIS-0412,2023-10-19,7.0,False
SES-000534,VIS-0060,2023-11-06,1.0,False
SES-000229,VIS-0026,2024-03-11,1.0,False
SES-001608,VIS-0176,2024-06-24,8.0,False
SES-002688,VIS-0291,2024-01-21,6.0,False
SES-003756,VIS-0402,2023-12-23,5.0,False
SES-000666,VIS-0075,2023-11-15,8.0,True
SES-003973,VIS-0427,2024-05-21,16.0,False
SES-003606,VIS-0387,2023-12-24,8.0,False
SES-001194,VIS-0130,2024-03-24,14.0,False
SES-003331,VIS-0357,2023-07-19,1.0,False
SES-003348,VIS-0358,2024-06-12,19.0,True
SES-002253,VIS-0247,2024-03-14,1.0,True
SES-001309,VIS-0142,2023-11-20,11.0,True
SES-001388,VIS-0152,2023-11-13,10.0,True
SES-000136,VIS-0015,2024-04-23,8.0,False
SES-002677,VIS-0290,2024-01-02,12.0,True
SES-002477,VIS-0270,2024-06-15,14.0,False
SES-002332,VIS-0255,2023-07-07,2.0,False
SES-002565,VIS-0278,2023-06-20,20.0,False
SES-003662,VIS-0394,2023-08-13,3.0,False
SES-002317,VIS-0254,2023-10-29,10.0,False
SES-002351,VIS-0257,2023-12-01,6.0,False
SES-003558,VIS-0382,2023-08-15,10.0,True
SES-000999,VIS-0110,2024-05-14,11.0,False
SES-002300,VIS-0253,2024-06-11,16.0,True
SES-000777,VIS-0085,2024-02-01,8.0,False
SES-002094,VIS-0228,2023-08-25,10.0,False
SES-003959,VIS-0425,2023-12-29,12.0,False
SES-002828,VIS-0304,2023-11-28,1.0,False
SES-001779,VIS-0194,2024-04-18,10.0,True
SES-002590,VIS-0281,2023-10-30,2.0,False
SES-000794,VIS-0088,2024-03-29,3.0,True
SES-001446,VIS-0158,2024-02-09,-14.958910902973496,False
SES-001378,VIS-0151,2024-04-23,1.0,True
SES-001952,VIS-0213,2023-09-11,6.0,False
SES-002820,VIS-0304,2023-11-26,1.0,True
SES-002188,VIS-0239,2024-01-07,7.0,True
SES-002019,VIS-0220,2023-07-29,11.0,False
SES-001167,VIS-0126,2024-03-30,12.0,False
SES-003909,VIS-0420,2023-11-22,29.84630866783894,False
SES-002387,VIS-0262,2023-12-22,4.0,False
SES-003642,VIS-0391,2023-06-24,7.0,True
SES-000146,VIS-0017,2024-04-04,6.0,False
SES-001417,VIS-0154,2024-01-17,6.0,False
SES-001283,VIS-0139,2023-07-04,7.0,False
SES-003792,VIS-0407,2024-05-23,14.0,False
SES-001513,VIS-0165,2024-04-02,9.0,False
SES-002847,VIS-0306,2023-11-03,9.0,True
SES-001913,VIS-0208,2023-09-06,11.0,False
SES-001304,VIS-0141,2024-02-21,1.0,False
SES-000924,VIS-0102,2024-01-12,1.0,False
SES-002732,VIS-0295,2023-08-21,15.0,False
SES-003612,VIS-0388,2024-02-17,5.0,False
SES-004033,VIS-0435,2024-06-13,10.0,True
SES-003433,VIS-0369,2024-04-23,2.0,True
SES-003151,VIS-0338,2023-07-09,16.0,False
SES-003784,VIS-0406,2023-09-30,13.0,False
SES-000678,VIS-0075,2023-07-27,10.0,False
SES-002025,VIS-0221,2023-12-07,1.0,False
SES-002362,VIS-0259,2024-05-16,1.0,False
SES-004001,VIS-0430,2024-06-08,3.0,False
SES-003673,VIS-0394,2024-04-25,7.0,False
SES-003776,VIS-0404,2024-06-22,9.0,False
SES-001796,VIS-0195,2024-02-07,20.0,True
SES-002440,VIS-0267,2023-12-25,1.0,False
SES-003738,VIS-0401,2023-11-22,15.0,True
SES-003034,VIS-0326,2023-09-08,23.0,False
SES-002564,VIS-0278,2023-11-06,17.0,False
SES-000556,VIS-0063,2024-04-22,9.0,False
SES-001631,VIS-0178,2024-03-11,10.0,False
SES-000726,VIS-0081,2023-10-19,3.0,True
SES-003727,VIS-0400,2024-06-18,8.0,False
SES-000730,VIS-0082,2023-08-14,8.0,True
SES-002500,VIS-0272,2024-02-29,16.0,False
SES-001787,VIS-0195,2024-04-02,23.0,False
SES-002133,VIS-0233,2023-07-18,19.0,False
SES-000357,VIS-0042,2023-07-22,1.0,True
SES-002270,VIS-0249,2023-06-26,14.0,False
SES-000732,VIS-0082,2023-10-15,5.0,False
SES-001627,VIS-0177,2024-01-26,1.0,False
SES-001805,VIS-0196,2024-03-10,2.0,False
SES-001017,VIS-0112,2023-07-17,6.0,False
SES-000634,VIS-0071,2024-02-13,1.0,False
SES-003939,VIS-0423,2024-05-13,6.0,False
SES-003378,VIS-0362,2023-10-01,1.0,False
SES-001405,VIS-0153,2024-05-26,8.0,False
SES-002673,VIS-0289,2023-06-08,17.0,False
SES-001588,VIS-0174,2024-03-21,5.0,False
SES-001478,VIS-0161,2023-12-12,3.0,False
SES-000489,VIS-0056,2023-11-16,2.0,False
SES-000665,VIS-0075,2024-02-21,12.0,False
SES-000337,VIS-0039,2023-11-18,8.0,True
SES-000012,VIS-0001,2024-02-12,12.0,False
SES-003044,VIS-0328,2023-12-03,15.0,True
SES-003857,VIS-0415,2023-11-21,9.0,False
SES-003948,VIS-0424,2024-02-19,1.0,False
SES-001059,VIS-0116,2023-06-28,5.0,False
SES-000987,VIS-0109,2023-12-15,5.0,False
SES-000243,VIS-0028,2024-04-04,2.0,False
SES-003057,VIS-0329,2024-03-20,4.0,True
SES-003567,VIS-0382,2024-05-23,13.0,False
SES-001341,VIS-0145,2024-03-10,15.0,True
SES-000203,VIS-0024,2023-12-05,7.0,False
SES-000060,VIS-0006,2024-02-16,7.0,False
SES-002833,VIS-0305,2024-02-12,6.0,False
SES-002269,VIS-0249,2024-01-17,9.0,False
SES-002302,VIS-0253,2024-06-15,14.0,False
SES-001239,VIS-0135,2023-12-02,5.0,True
SES-002866,VIS-0308,2023-08-21,1.0,False
SES-000801,VIS-0089,2024-05-03,11.0,True
SES-002850,VIS-0307,2024-02-23,9.0,False
SES-000829,VIS-0091,2024-01-25,5.0,False
SES-001397,VIS-0153,2023-11-15,11.0,False
SES-003227,VIS-0346,2023-08-31,1.0,False
SES-003711,VIS-0398,2023-07-06,12.0,False
SES-001705,VIS-0185,2024-01-15,2.0,False
SES-001292,VIS-0140,2024-04-24,8.0,False
SES-001334,VIS-0144,2024-03-19,2.0,True
SES-001981,VIS-0217,2023-11-12,5.0,False
SES-001339,VIS-0145,2023-08-26,18.0,False
SES-003914,VIS-0421,2023-09-06,13.0,False
SES-001785,VIS-0195,2024-04-24,19.0,False
SES-001441,VIS-0157,2024-05-14,13.0,False
SES-000351,VIS-0041,2024-05-31,14.0,False
SES-000450,VIS-0051,2024-06-12,4.0,True
SES-002123,VIS-0232,2023-12-24,3.0,False
SES-000293,VIS-0034,2024-02-05,1.0,False
SES-000792,VIS-0088,2023-08-29,2.0,False
SES-002381,VIS-0261,2023-06-23,4.0,True
SES-003081,VIS-0331,2023-09-01,12.0,False
SES-001567,VIS-0171,2024-04-10,2.0,False
SES-003218,VIS-0345,2023-11-18,20.0,True
SES-002797,VIS-0302,2024-05-01,1.0,False
SES-000456,VIS-0052,2024-03-06,1.0,True
SES-001026,VIS-0113,2024-06-25,7.0,True
SES-002268,VIS-0249,2024-06-09,11.0,False
SES-002663,VIS-0289,2024-03-03,18.0,False
SES-002062,VIS-0224,2023-07-07,1.0,False
SES-001623,VIS-0177,2023-11-05,1.0,True
SES-003280,VIS-0351,2023-07-16,4.0,True
SES-004015,VIS-0432,2023-06-30,3.0,True
SES-002859,VIS-0307,2023-12-12,10.0,False
SES-002261,VIS-0248,2023-09-02,17.0,False
SES-002891,VIS-0312,2024-03-02,23.0,False
